theme,count,indicator
TAX_RELIGION_INDIGENOUS_RELIGION,12,
TAX_WORLDLANGUAGES_WYANDOTTE,12,
TAX_FNCACT_HELMSMEN,12,
TAX_FNCACT_ASSESSOR,12,
TAX_DISEASE_LYME_DISEASE,12,
TAX_FNCACT_COMMISSIONED_OFFICER,12,
TAX_WORLDLANGUAGES_FLEMISH,12,
TAX_TERROR_GROUP_PALESTINIAN_ISLAMIC_JIHAD,12,
TAX_WORLDLANGUAGES_CHAMAR,12,
TAX_DISEASE_BRAIN_INJURIES,12,
TAX_TERROR_GROUP_BRANCH_DAVIDIANS,12,
TAX_WORLDMAMMALS_POLAR_BEAR,12,
TAX_FNCACT_CLIMATOLOGIST,12,
TAX_WORLDBIRDS_LITTLE_PENGUINS,12,
TAX_WORLDLANGUAGES_AMALA,12,
TAX_FNCACT_COLOR_GUARD,12,
TAX_WORLDLANGUAGES_KHASIS,12,
TAX_ETHNICITY_KHASIS,12,
TAX_FNCACT_SUBMARINER,12,
TAX_ETHNICITY_TAHITIAN,12,
TAX_WORLDLANGUAGES_CHARA,12,
TAX_DISEASE_OSTEOARTHRITIS,12,
TAX_WORLDLANGUAGES_ZAMBEZI,12,
TAX_WORLDLANGUAGES_KONYAKS,12,
WB_1717_URBAN_POLLUTION_AND_ENVIRONMENTAL_HEALTH,12,
TAX_ETHNICITY_KOMAS,12,
TAX_CARTELS_SINALOA_CARTEL,12,
TAX_TERROR_GROUP_SINALOA_CARTEL,12,
TAX_FNCACT_MILITIAMAN,12,
TAX_WORLDMAMMALS_JAGUARS,12,
WB_1136_TRADE_BALANCE,12,
TAX_WORLDLANGUAGES_NGAWUN,12,
TAX_MILITARY_TITLE_AIR_MARSHAL,12,
TAX_FNCACT_WINGMAN,12,
TAX_WORLDLANGUAGES_MENS,12,
NATURAL_DISASTER_BITTER_COLD,12,
TAX_FNCACT_HELMSMAN,12,
TAX_WORLDLANGUAGES_MANAU,12,
TAX_ECON_FREETRADEAGREEMENTS_FREETRADE_AGREEMENTS,12,
TAX_WORLDLANGUAGES_KASHMIRIS,12,
TAX_FNCACT_HYDROLOGIST,12,
TAX_FNCACT_FITNESS_INSTRUCTOR,12,
TAX_ETHNICITY_KASHMIRIS,12,
TAX_MILITARY_TITLE_CHIEF_CONSTABLE,12,
WB_313_INTEGRITY_AND_ANTI_CORRUPTION,12,
TAX_WORLDMAMMALS_TAKIN,12,
WB_2072_STOLEN_ASSETS,12,
TAX_ETHNICITY_ZOROASTRIANS,12,
TAX_WORLDLANGUAGES_MENDE,12,
TAX_ETHNICITY_MENDE,12,
TAX_WORLDLANGUAGES_RAJASTHANI,12,
TAX_ETHNICITY_RAJASTHANI,12,
TAX_FNCACT_RECEPTIONISTS,12,
TAX_DISEASE_SPASM,12,
TAX_TERROR_GROUP_NATIONAL_SOCIALIST_COUNCIL_OF_NAGALANDKHAPLANG,12,
TAX_DISEASE_BLADDER_CANCER,12,
TAX_FNCACT_ANTIQUARIAN,12,
TAX_WORLDLANGUAGES_ISAAN,12,
TAX_DISEASE_EPILEPSY,12,
WB_1397_HEALTH_FACILITY_MANAGEMENT,12,
TAX_FNCACT_GONDOLIERS,12,
TAX_WORLDMYRIAPODA_MILLIPEDES,12,
WB_2915_ENVIRONMENTAL_CRIME,12,
TAX_TERROR_GROUP_KUKI_NATIONAL_ORGANISATION,12,
TAX_WORLDREPTILES_RATTLESNAKE,12,
WB_732_COMMUNITY_DRIVEN_DEVELOPMENT,12,
TAX_FNCACT_LINGUIST,12,
TAX_WORLDMAMMALS_POLAR_BEARS,12,
TAX_WORLDMAMMALS_ASIAN_BLACK_BEARS,12,
TAX_POLITICAL_PARTY_LABOR_MP,12,
TAX_FNCACT_ELDER_STATESMAN,12,
TAX_DISEASE_AFRICAN_HORSE_SICKNESS,12,
TAX_DISEASE_MRSA,12,
TAX_AIDGROUPS_WORLD_VISION_INTERNATIONAL,12,
TAX_WORLDLANGUAGES_SWARA,12,
TAX_FNCACT_STEWARDESS,12,
TAX_WORLDLANGUAGES_ARIMA,12,
WB_3008_NATURE_PARKS,12,
TAX_POLITICAL_PARTY_COMMUNIST_PARTY_OF_VIETNAM,12,
TAX_DISEASE_GASTROENTERITIS,12,
TAX_FNCACT_BEAUTICIAN,12,
TAX_FNCACT_AVIATRIX,12,
TAX_FNCACT_FARMWORKER,12,
TAX_WORLDLANGUAGES_GANDA,12,
TAX_WORLDLANGUAGES_PIDGIN,12,
TAX_WORLDLANGUAGES_SIKKA,12,
WB_2004_ONSITE_SANITATION,12,
TAX_FNCACT_YEOMAN,12,
TAX_TERROR_GROUP_RESISTANCE_FRONT,12,
TAX_FNCACT_TELEVISION_JOURNALIST,12,
TAX_WORLDLANGUAGES_KASENG,12,
TAX_WORLDFISH_SEA_BREAM,12,
TAX_FNCACT_SECURITY_DIRECTOR,12,
TAX_FNCACT_AERONAUTICAL_ENGINEER,12,
TAX_DISEASE_CATARACTS,12,
TAX_MILITARY_TITLE_AIR_COMMODORE,12,
TAX_DISEASE_URINARY_INCONTINENCE,12,
TAX_AIDGROUPS_CARE_INTERNATIONAL,12,
TAX_DISEASE_HYPOTHERMIA,12,
TAX_FNCACT_AIR_COMMODORE,12,
TAX_DISEASE_WHOOPING_COUGH,12,
TAX_WORLDLANGUAGES_REDDI,12,
TAX_WORLDLANGUAGES_GUMI,12,
TAX_WORLDLANGUAGES_MAINA,12,
TAX_WORLDFISH_GUPPY,11,
TAX_FNCACT_ZOOKEEPER,11,
TAX_WORLDFISH_RAINBOW_TROUT,11,
TAX_FNCACT_ZOO_KEEPER,11,
TAX_FNCACT_BOOTLEGGER,11,
TAX_TERROR_GROUP_SUDAN_PEOPLE_LIBERATION_MOVEMENT,11,
TAX_DISEASE_LETHARGY,11,
TAX_DISEASE_WEIGHT_GAIN,11,
TAX_DISEASE_TUMOUR,11,
TAX_ETHNICITY_ARAWAKS,11,
TAX_ETHNICITY_TAMAS,11,
TAX_WORLDMAMMALS_KIANG,11,
TAX_WORLDLANGUAGES_ARAWAKS,11,
TAX_WORLDLANGUAGES_KANDA,11,
TAX_ETHNICITY_TIGRE,11,
TAX_FNCACT_CHURCHMAN,11,
TAX_FNCACT_WORKMAN,11,
TAX_WORLDFISH_HALFMOON,11,
TAX_WORLDLANGUAGES_AMHARIC,11,
WB_2459_ILLICIT_FINANCIAL_FLOWS,11,
NATURAL_DISASTER_EXTREME_COLD,11,
TAX_WORLDLANGUAGES_ZANDE,11,
TAX_ETHNICITY_CROAT,11,
TAX_WORLDLANGUAGES_MALDIVIANS,11,
TAX_FNCACT_SUFFRAGAN,11,
WB_1168_INFORMALITY,11,
TAX_WORLDLANGUAGES_RONGMEI,11,
TAX_WORLDFISH_FLOUNDERS,11,
TAX_WORLDLANGUAGES_GORONTALO,11,
TAX_ETHNICITY_MACEDONIANS,11,
TAX_FNCACT_WAIT_STAFF,11,
TAX_TERROR_GROUP_ISLAMIC_RESISTANCE_MOVEMENT,11,
TAX_WORLDFISH_BLACK_BASS,11,
TAX_WORLDLANGUAGES_MACEDONIANS,11,
TAX_WORLDLANGUAGES_CHALDEAN,11,
TAX_DISEASE_RINGWORM,11,
TAX_ETHNICITY_MONTAGNARDS,11,
WB_1053_SANITARY_AND_PHYTOSANITARY_STANDARDS,11,
TAX_ETHNICITY_MALDIVIANS,11,
NATURAL_DISASTER_TIDAL_WAVES,11,
TAX_WORLDFISH_STINGRAYS,11,
WB_1006_GRAVITY_IRRIGATION,11,
TAX_FNCACT_AEROBICS_INSTRUCTOR,11,
TAX_FNCACT_PROBATION_OFFICER,11,
TAX_WORLDLANGUAGES_NYALI,11,
TAX_ETHNICITY_ESTONIANS,11,
WB_355_INTERNATIONAL_REMITTANCES,11,
WB_684_HEALTH_MANAGEMENT_INFORMATION_SYSTEMS,11,
TAX_WORLDLANGUAGES_ESTONIANS,11,
TAX_WORLDLANGUAGES_MAGAR,11,
TAX_POLITICAL_PARTY_DRAVIDA_MUNNETRA_KAZHAGAM,11,
TAX_WORLDBIRDS_OSTRICHES,11,
TAX_FNCACT_TORCHBEARER,11,
TAX_WORLDINSECTS_BUMBLEBEE,11,
TAX_ETHNICITY_YORUBA,11,
TAX_WORLDLANGUAGES_MUTUM,11,
TAX_DISEASE_HEARING_LOSS,11,
TAX_WORLDLANGUAGES_SINGPHO,11,
TAX_TERROR_GROUP_SHINING_PATH,11,
TAX_WORLDLANGUAGES_MAJHIS,11,
TAX_AIDGROUPS_GERMAN_RED_CROSS,11,
TAX_FNCACT_APOTHECARY,11,
TAX_TERROR_GROUP_UNITED_PEOPLE_DEMOCRATIC_FRONT,11,
TAX_FNCACT_AIR_TRAFFIC_CONTROLLER,11,
ECON_WORLDCURRENCIES_INDIAN_RUPEE,11,
TAX_WORLDLANGUAGES_MORARI,11,
TAX_WORLDLANGUAGES_ARUSHA,11,
CRIME_STEAL_LIVESTOCK,11,
TAX_WORLDLANGUAGES_ISHAN,11,
TAX_DISEASE_EYE_INJURIES,11,
WB_1181_GENERAL_AGREEMENT_ON_TRADE_IN_SERVICES,11,
TAX_DISEASE_HPV,11,
TAX_WORLDLANGUAGES_MULIA,11,
TAX_FNCACT_NIGHT_WATCHMEN,11,
TAX_WORLDLANGUAGES_TANNA,11,
TAX_DISEASE_INDIGESTION,11,
TAX_RELIGION_MONOTHEISM,11,
TAX_TERROR_GROUP_JAISH_AL_ADL,11,
TAX_WORLDLANGUAGES_TAMANG,11,
TAX_WORLDLANGUAGES_KARON,11,
TAX_FNCACT_RADIOLOGIST,11,
TAX_FNCACT_RAILWAYMAN,11,
TAX_FNCACT_LOGISTICIAN,11,
ECON_DEVELOPMENTORGS_NORWEGIAN_AGENCY_FOR_DEVELOPMENT_COOPERATION,11,
TAX_POLITICAL_PARTY_LAO_PEOPLE_REVOLUTIONARY_PARTY,11,
TAX_FNCACT_LIFEGUARDS,11,
TAX_WORLDLANGUAGES_MADURA,11,
TAX_WORLDLANGUAGES_NOORI,11,
MANMADE_DISASTER_HOUSE_FIRE,11,
TAX_FNCACT_VENTRILOQUIST,11,
TAX_POLITICAL_PARTY_ISLAMIC_PARTY,11,
TAX_TERROR_GROUP_KAMATAPUR_LIBERATION_ORGANISATION,11,
TAX_DISEASE_VIBRIO_VULNIFICUS,11,
TAX_WORLDMAMMALS_SABLE,11,
TAX_FNCACT_FOOT_SOLDIER,11,
TAX_WORLDBIRDS_BLUE_JAY,11,
TAX_FNCACT_GUNSMITH,11,
NATURAL_DISASTER_HYPOTHERMIA,11,
TAX_FNCACT_RIPPER,11,
TAX_DISEASE_YELLOW_FEVER,11,
TAX_WORLDLANGUAGES_RAKHAIN,11,
TAX_CARTELS_JALISCO_NEW_GENERATION_CARTEL,11,
TAX_WORLDMYRIAPODA_CENTIPEDES,11,
TAX_WORLDBIRDS_GREAT_TIT,11,
TAX_AIDGROUPS_SOUTHERN_AFRICAN_DEVELOPMENT_COMMUNITY,11,
TAX_DISEASE_UNDIAGNOSED,11,
TAX_DISEASE_HIV_INFECTION,11,
WB_2454_COUNTERFEIT_GOODS,11,
TAX_WORLDARACHNIDS_BLACKLEGGED_TICKS,11,
TAX_RELIGION_MESSIANIC,11,
TAX_ETHNICITY_NUBA,11,
TAX_WORLDMAMMALS_CLOUDED_LEOPARD,11,
WB_734_BUDGET_TRANSPARENCY,11,
TAX_FNCACT_NEWSPAPER_EDITOR,11,
TAX_WORLDFISH_POMPANO,11,
TAX_WORLDLANGUAGES_SHANGO,10,
TAX_RELIGION_HARE_KRISHNA,10,
TAX_FNCACT_GRENADIER,10,
TAX_FNCACT_PAEDOPHILES,10,
TAX_RELIGION_SUNNIS,10,
TAX_WORLDLANGUAGES_MANAGUA,10,
TAX_ETHNICITY_SUNNIS,10,
TAX_WORLDFISH_LUDERICK,10,
TAX_TERROR_GROUP_QUDS_FORCE,10,
TAX_WORLDBIRDS_GREEN_MANGO,10,
TAX_DISEASE_FACIAL_INJURIES,10,
TAX_ETHNICITY_SANGO,10,
TAX_TERROR_GROUP_KAREN_NATIONAL_UNIONS,10,
TAX_WORLDLANGUAGES_NISHI,10,
TAX_ETHNICITY_ASSYRIANS,10,
TAX_POLITICAL_PARTY_SOCIALIST_ALLIANCE,10,
TAX_CARTELS_MS_13,10,
TAX_WORLDLANGUAGES_BANDI,10,
TAX_WORLDBIRDS_CANADA_GOOSE,10,
TAX_TERROR_GROUP_ROYAL_BHUTAN_ARMY,10,
TAX_WORLDLANGUAGES_YORUBA,10,
TAX_RELIGION_SHAMANISM,10,
TAX_WORLDLANGUAGES_ASSYRIANS,10,
TAX_WORLDLANGUAGES_MAMUJU,10,
TAX_WORLDBIRDS_ORIENTAL_SKYLARK,10,
TAX_TERROR_GROUP_SUICIDE_SQUAD,10,
TAX_FNCACT_ZOOLOGIST,10,
TAX_POLITICAL_PARTY_PEOPLE_ACTION_PARTY,10,
TAX_FNCACT_BAILIFF,10,
TAX_FNCACT_NONCOMMISSIONED_OFFICER,10,
TAX_WORLDLANGUAGES_SWATI,10,
TAX_WORLDCRUSTACEANS_KRILL,10,
TAX_WORLDLANGUAGES_SULKA,10,
TAX_FNCACT_LEFTWINGERS,10,
TAX_WORLDLANGUAGES_KHAMIS,10,
TAX_ETHNICITY_IGBOS,10,
WB_1327_COMMUNITY_BASED_INTERVENTIONS_IN_HEALTH,10,
TAX_ETHNICITY_TIV,10,
TAX_WORLDLANGUAGES_SAN_JOAQUIN,10,
TAX_WORLDLANGUAGES_FORAN,10,
TAX_FNCACT_SPOKESWOMEN,10,
TAX_WORLDFISH_REDFISH,10,
TAX_WORLDLANGUAGES_DAIYA,10,
WB_1702_OILFIELD_SERVICES,10,
TAX_TERROR_GROUP_NATIONAL_COUNCIL_OF_THE_UNION,10,
TAX_FNCACT_STATISTICIAN,10,
WB_1888_INTERNATIONAL_PROCUREMENT,10,
TAX_WORLDFISH_PILCHARDS,10,
TAX_POLITICAL_PARTY_HIZBULLAH,10,
TAX_WORLDFISH_GRENADIER,10,
TAX_TERROR_GROUP_KATAIB_HEZBOLLAH,10,
TAX_WORLDLANGUAGES_BAHASA_MELAYU,10,
TAX_RELIGION_CALVINIST,10,
WB_1009_AGRICULTURE_EXTENSION,10,
TAX_FNCACT_BRICKLAYERS,10,
TAX_TERROR_GROUP_FRONT_FOR_THE_LIBERATION_OF,10,
TAX_WORLDLANGUAGES_SANDU,10,
TAX_ETHNICITY_CHINES,10,
TAX_DISEASE_BLOOD_CANCER,10,
TAX_WORLDLANGUAGES_KAMAR,10,
TAX_WORLDLANGUAGES_WIRADJURI,10,
TAX_WORLDMAMMALS_WILD_BOARS,10,
WB_1157_IMPACT_EVALUATION,10,
TAX_WORLDLANGUAGES_TIENE,10,
EMERG_DISTRESSSIGNAL,10,
TAX_FNCACT_CHIEF_INSPECTOR,10,
TAX_WORLDLANGUAGES_SANGO,10,
TAX_WORLDLANGUAGES_CHINES,10,
NATURAL_DISASTER_DROWNS,10,
MANMADE_DISASTER_SUSPICIOUS_SUBSTANCE,10,
TAX_ETHNICITY_MAYANS,10,
TAX_FNCACT_TRIAL_LAWYER,10,
TAX_FNCACT_TEMPORARY_WORKERS,10,
TAX_DISEASE_AUTOIMMUNE_DISEASE,10,
TAX_AIDGROUPS_UNITED_NATIONS_MISSION_IN,10,
TAX_DISEASE_RHEUMATIC_HEART,10,
TAX_DISEASE_RHEUMATIC_HEART_DISEASE,10,
TAX_WORLDLANGUAGES_PARADIS,10,
TAX_ETHNICITY_HAMER,10,
TAX_WORLDLANGUAGES_HAMER,10,
TAX_ETHNICITY_UKRANIAN,10,
TAX_DISEASE_OPPORTUNISTIC_INFECTIONS,10,
TAX_RELIGION_NAZARENE,10,
TAX_DISEASE_DOWN_SYNDROME,10,
TAX_ETHNICITY_BLACKNESS,10,
TAX_FNCACT_WINEMAKER,10,
TAX_FNCACT_BODYBUILDER,10,
TAX_FNCACT_JOB_BROKER,10,
TAX_ETHNICITY_BOSNIAK,10,
WB_673_MOBILE_DEVICE_MANAGEMENT,10,
TAX_WORLDLANGUAGES_AMERICAN_SIGN_LANGUAGE,10,
TAX_TERROR_GROUP_DEMOCRATIC_ALLIANCE_OF_BURMA,10,
TAX_FNCACT_OFFICEBEARERS,10,
TAX_FNCACT_DIETITIAN,10,
TAX_RELIGION_ORTHODOXIES,10,
TAX_WORLDFISH_MONKFISH,10,
TAX_ETHNICITY_ALBANIANS,10,
TAX_WORLDLANGUAGES_ALBANIANS,10,
WB_2862_JOBS_IN_TOURISM,10,
TAX_WORLDLANGUAGES_ANGOM,10,
WB_2861_JOBS_IN_TRADE_AND_COMPETITIVENESS,10,
WB_1111_AID_DEPENDENCE,10,
TAX_AIDGROUPS_LUTHERAN_WORLD_FEDERATION,10,
TAX_FNCACT_DECKHANDS,10,
TAX_POLITICAL_PARTY_UNIONIST_PARTY,10,
WB_2548_INVESTMENT_PROTECTION,10,
TAX_WORLDMAMMALS_PORPOISE,10,
WB_666_APPLICATION_DEVELOPMENT,10,
TAX_WORLDLANGUAGES_LOTHA,10,
SLFID_POLITICAL_BOUNDARIES,10,
TAX_WORLDLANGUAGES_UGONG,10,
TAX_FNCACT_CERAMICIST,10,
TAX_WORLDLANGUAGES_DANAU,10,
TAX_FNCACT_MANAGING_DIRECTORS,10,
TAX_TERROR_GROUP_COMMUNIST_PARTY_OF_THAILAND,10,
TAX_FNCACT_MASTER_SERGEANT,10,
TAX_ETHNICITY_MAITHILI,10,
TAX_WORLDLANGUAGES_MAITHILI,10,
TAX_MILITARY_TITLE_MASTER_SERGEANT,10,
TAX_WORLDLANGUAGES_LUANDA,10,
TAX_WORLDLANGUAGES_DANGAL,10,
TAX_WORLDARACHNIDS_BLACK_WIDOW,10,
TAX_WORLDLANGUAGES_DOUALA,10,
TAX_WORLDLANGUAGES_ANATOLIAN,10,
TAX_WORLDFISH_CLOWNFISH,10,
TAX_WORLDLANGUAGES_FANIA,10,
TAX_FNCACT_FIELD_TECHNICIAN,10,
TAX_WORLDLANGUAGES_HURON,10,
TAX_FNCACT_ACOLYTE,10,
TAX_WORLDLANGUAGES_SEKOU,10,
WB_1992_WAVE_POWER,10,
TAX_WORLDFISH_BLACKFISH,10,
TAX_WORLDLANGUAGES_VILELA,10,
TAX_FNCACT_AGRICULTURIST,10,
TAX_FNCACT_TRADESMAN,10,
TAX_FNCACT_TEACHING_ASSISTANT,10,
WB_1815_FUEL_TAXES,10,
TAX_FNCACT_CHARGE_DAFFAIRS,10,
SOC_POINTSOFINTEREST_DISPLACED_PERSON_CAMP,10,
TAX_WORLDBIRDS_MOCKINGBIRD,10,
TAX_WORLDLANGUAGES_PILIPINO,10,
TAX_WEAPONS_ROCKET_PROPELLED_GRENADE,9,
TAX_FNCACT_HIT_MAN,9,
TAX_FNCACT_FEDERAL_OFFICIAL,9,
TAX_WORLDLANGUAGES_TAROKO,9,
TAX_WORLDLANGUAGES_TAHOUA,9,
TAX_MILITARY_TITLE_2ND_LT,9,
TAX_DISEASE_DELIRIUM,9,
TAX_ETHNICITY_GUJARATIS,9,
TAX_WORLDLANGUAGES_GUJARATIS,9,
TAX_FNCACT_COSMONAUT,9,
TAX_WORLDLANGUAGES_HERERO,9,
TAX_FNCACT_VETERAN_SOLDIERS,9,
TAX_DISEASE_POSTNATAL_DEPRESSION,9,
TAX_DISEASE_WEST_NILE_VIRUS,9,
TAX_FNCACT_SHOP_ASSISTANT,9,
TAX_POLITICAL_PARTY_UNITED_NATIONAL_PARTY,9,
TAX_FNCACT_FLIGHT_LIEUTENANT,9,
TAX_FNCACT_SKIPPERS,9,
TAX_DISEASE_NEURODEGENERATIVE_DISEASE,9,
TAX_FNCACT_PRIESTESS,9,
TAX_FNCACT_SKILLED_WORKER,9,
TAX_FNCACT_2ND_LT,9,
TAX_DISEASE_GOUT,9,
TAX_FNCACT_CRIMINOLOGIST,9,
TAX_WORLDMAMMALS_AYEAYE,9,
TAX_WORLDLANGUAGES_WARM_SPRINGS,9,
TAX_WORLDMAMMALS_GOLDEN_MONKEY,9,
TAX_WORLDLANGUAGES_KURDI,9,
WB_1124_EXCHANGE_RATE_POLICY,9,
TAX_WORLDLANGUAGES_KYANG,9,
TAX_WORLDFISH_SARDINE,9,
TAX_WORLDLANGUAGES_SAWAI,9,
TAX_FNCACT_ETHNOGRAPHER,9,
TAX_WORLDLANGUAGES_BELEN,9,
ECON_DEVELOPMENTORGS_FRENCH_DEVELOPMENT_AGENCY,9,
TAX_WORLDLANGUAGES_BASSA,9,
TAX_WORLDLANGUAGES_MALEK,9,
TAX_ETHNICITY_LENDU,9,
TAX_MILITARY_TITLE_FLIGHT_LIEUTENANT,9,
TAX_ETHNICITY_BUGIS,9,
TAX_FNCACT_SECTION_HEAD,9,
TAX_WORLDLANGUAGES_CORSO,9,
TAX_WORLDLANGUAGES_BUGIS,9,
TAX_WORLDMAMMALS_VAQUITA,9,
TAX_DISEASE_HUMAN_PAPILLOMAVIRUS,9,
MED_COUNTERFEITDRUGS,9,Drugs
TAX_POLITICAL_PARTY_VIVANT,9,
TAX_ETHNICITY_HERERO,9,
TAX_FNCACT_MAPMAKER,9,
TAX_FNCACT_GRAND_DUKE,9,
TAX_ETHNICITY_KINYARWANDA,9,
TAX_WORLDLANGUAGES_GAMBO,9,
TAX_DISEASE_IMMUNODEFICIENCY,9,
WB_2648_BUSINESS_ENABLERS_INCUBATORS_AND_ACCELERATORS,9,
TAX_FNCACT_PUBLIC_DEFENDERS,9,
TAX_FNCACT_CELEBRANT,9,
TAX_WORLDARACHNIDS_MITE,9,
TAX_AGRICULHARMINSECTS_MITE,9,
TAX_WORLDLANGUAGES_KINYARWANDA,9,
TAX_WORLDINSECTS_MITE,9,
WB_291_BROADBAND_NETWORKS,9,
TAX_WORLDLANGUAGES_CHUMASH,9,
TAX_WORLDLANGUAGES_TURKANA,9,
TAX_WORLDFISH_ANGLERS,9,
TAX_FNCACT_ANGLERS,9,
TAX_TERROR_GROUP_ANSARULLAH_BANGLA_TEAM,9,
TAX_WORLDLANGUAGES_PIRRO,9,
TAX_DISEASE_GALLSTONES,9,
TAX_POLITICAL_PARTY_SOCIAL_DEMOCRAT_PARTY,9,
TAX_DISEASE_MYCOBACTERIUM_TUBERCULOSIS,9,
WB_2992_FRESHWATER_FISHERIES,9,
TAX_DISEASE_EYE_INFECTION,9,
TAX_WORLDLANGUAGES_LAWNG,9,
DISCRIMINATION_IMMIGRATION_ULTRA_NATIONALIST,9,
TAX_FNCACT_TRIBAL_CHIEFS,9,
TAX_AIDGROUPS_AFGHAN_RED_CRESCENT_SOCIETY,9,
TAX_WEAPONS_SURFACE_TO_AIR_MISSILE,9,
TAX_FNCACT_COLLECTIVIST,9,
TAX_WORLDLANGUAGES_BIRSA,9,
TAX_POLITICAL_PARTY_REFORM_PARTY,9,
TAX_ETHNICITY_SWEDES,9,
TAX_DISEASE_ADHD,9,
TAX_DISEASE_APPENDICITIS,9,
TAX_FNCACT_TRADE_UNIONIST,9,
WB_1558_LANGUAGE_OF_INSTRUCTION,9,
WB_1522_EDUCATION_INDICATORS_AND_STATISTICS,9,Schooling
TAX_WORLDLANGUAGES_SHERE,9,
TAX_DISEASE_DISLOCATIONS,9,
TAX_WORLDMAMMALS_GUINEA_PIG,9,
TAX_DISEASE_CADAVER,9,
TAX_WORLDLANGUAGES_NISSI,9,
TAX_WORLDINSECTS_FLOWER_BEETLE,9,
TAX_AGRICULHARMINSECTS_FLOWER_BEETLE,9,
TAX_DISEASE_TRAUMATIC_STRESS_DISORDER,9,
TAX_WORLDLANGUAGES_MONGOLIANS,9,
WB_2335_LAST_MILE_CONNECTIVITY,9,
TAX_FNCACT_SHARECROPPERS,9,
TAX_FNCACT_OFFICEHOLDERS,9,
TAX_WORLDLANGUAGES_KHOKE,9,
TAX_FNCACT_MANIPULATOR,9,
TAX_WORLDLANGUAGES_KANGRIS,9,
TAX_WORLDMAMMALS_BOTTLENOSE_DOLPHINS,9,
TAX_WORLDBIRDS_WILD_TURKEY,9,
TAX_WORLDCRUSTACEANS_BARNACLE,9,
TAX_DISEASE_VITAMIN_A_DEFICIENCY,9,
TAX_FNCACT_WEDDING_PLANNER,9,
ECON_WORLDCURRENCIES_DINAR,9,
ECON_DEVELOPMENTORGS_INTERNATIONAL_DEVELOPMENT_RESEARCH_CENTRE,9,
TAX_WORLDLANGUAGES_PHRAE,9,
TAX_WORLDLANGUAGES_FORMOSAN,9,
TAX_FNCACT_KNIFEMAN,9,
WB_1125_INTEREST_RATE_POLICY,9,
TAX_FNCACT_PEACEKEEPER,9,
TAX_ETHNICITY_SWEDE,9,
TAX_FNCACT_MACHINE_GUNNER,9,
TAX_FNCACT_STREET_SWEEPERS,9,
TAX_AIDGROUPS_BRITISH_RED_CROSS,9,
WB_911_GENDER_AND_ECONOMIC_EMPOWERMENT,9,
TAX_FNCACT_SERGEANT_AT_ARMS,9,
TAX_MILITARY_TITLE_SERGEANT_AT_ARMS,9,
WB_2172_MICRONUTRIENTS,9,
TAX_WORLDLANGUAGES_HALLAM,9,
TAX_DISEASE_NEUROSIS,9,
TAX_WORLDLANGUAGES_GHARTI,9,
TAX_WORLDFISH_WALLEYE,9,
TAX_DISEASE_SEXUALLY_TRANSMITTED_INFECTIONS,9,
TAX_POLITICAL_PARTY_INDEPENDENT_LABOUR,9,
TAX_MILITARY_TITLE_REAR_ADM,9,
TAX_WORLDLANGUAGES_MASAI,9,
TAX_WEAPONS_INCENDIARY_DEVICE,9,
TAX_ETHNICITY_COLOMBIANS,9,
TAX_AIDGROUPS_BREAD_FOR_THE_WORLD,9,
TAX_WORLDLANGUAGES_KEBAR,9,
TAX_ETHNICITY_MELLO,9,
WB_916_FEMALE_HEADED_HOUSEHOLDS,9,
TAX_TERROR_GROUP_NATIONAL_LIBERATION_FRONT_OF_TRIPURA,9,
TAX_FNCACT_DRILL_INSTRUCTOR,9,
TAX_AIDGROUPS_HANNS_SEIDEL_FOUNDATION,9,
TAX_RELIGION_SHINTO,9,
ECON_WORLDCURRENCIES_BRITISH_POUNDS,9,
TAX_FNCACT_GLAZER,9,
TAX_DISEASE_PSORIASIS,9,
TAX_FNCACT_HAIRSTYLIST,9,
TAX_WORLDMAMMALS_CAPYBARA,9,
TAX_WORLDBIRDS_GREATER_ADJUTANT,9,
TAX_FNCACT_HOUSEMAID,9,
TAX_WORLDBIRDS_GREAT_HORNBILLS,9,
TAX_WORLDFISH_TENCH,9,
TAX_WORLDLANGUAGES_BIHARIS,9,
TAX_ETHNICITY_BIHARIS,9,
TAX_FNCACT_CABDRIVER,9,
ECON_WORLDCURRENCIES_UNITED_STATES_DOLLARS,9,
TAX_WORLDLANGUAGES_SHERPAS,9,
TAX_FNCACT_BEEKEEPER,9,
TAX_WORLDFISH_SNAKEHEAD,9,
TAX_MILITARY_TITLE_CHIEF_INSPECTOR,9,
WB_2494_TERRITORIAL_DEFENSE,9,
MANMADE_DISASTER_BRIDGE_COLLAPSE,9,
TAX_FNCACT_FLIGHT_ENGINEER,9,
TAX_DISEASE_AVIAN_FLU,9,
TAX_WORLDFISH_DRAGONFISH,9,
TAX_WORLDLANGUAGES_TRENG,9,
TAX_FNCACT_FLUNKY,9,
TAX_WORLDFISH_TRUMPETER,9,
TAX_ETHNICITY_ZAIRIAN,9,
TAX_DISEASE_LEG_ULCER,9,
TAX_WORLDLANGUAGES_FUTUNA,9,
WB_2773_FISCAL_POLICY_AND_JOBS,9,
TAX_FOODSTAPLES_POTATOE,9,
TAX_DISEASE_CORONARY_ARTERY_DISEASE,9,
TAX_DISEASE_CORONARY_HEART_DISEASE,9,
TAX_TERROR_GROUP_BAJRANG_DAL,9,
TAX_TERROR_GROUP_BLACK_HAND,9,
WB_2384_APPLICATION_PROGRAMMING_INTERFACES,9,
